"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Sleep","2023-06-11 19:20","2023-06-11 19:45","00:24",,,,
"Feed","2023-06-11 18:57",,,"Formula","Bottle","128ml",
"Diaper","2023-06-11 18:45",,,,,"Both, poo:medium",
"Diaper","2023-06-11 17:51",,,,,"Both",
"Sleep","2023-06-11 17:12","2023-06-11 17:50","00:38",,,,
"Feed","2023-06-11 16:53",,,"Formula","Bottle","128ml",
"Diaper","2023-06-11 16:28",,,,,"Both",
"Sleep","2023-06-11 15:45","2023-06-11 16:15","00:30",,,,
"Feed","2023-06-11 14:20",,,"Formula","Bottle","4.5oz",
"Diaper","2023-06-11 14:15",,,,,"Poo:medium",
"Diaper","2023-06-11 14:10",,,,,"Pee",
"Sleep","2023-06-11 11:33","2023-06-11 14:10","02:36",,,,
"Feed","2023-06-11 11:12",,,"Formula","Bottle","4.5oz",
"Diaper","2023-06-11 11:05",,,,,"Both, poo:small",
"Sleep","2023-06-11 10:30","2023-06-11 10:45","00:15",,,,
"Sleep","2023-06-11 10:10","2023-06-11 10:20","00:10",,,,
"Diaper","2023-06-11 09:56",,,,,"Both, poo:medium",
"Diaper","2023-06-11 09:24",,,,,"Both, poo:large",
"Feed","2023-06-11 08:33",,,"Formula","Bottle","5oz",
"Diaper","2023-06-11 08:30",,,,,"Both",
"Sleep","2023-06-11 05:27","2023-06-11 08:30","03:03",,,,
"Feed","2023-06-11 05:04",,,"Formula","Bottle","120ml",
"Diaper","2023-06-11 05:00",,,,,"Both, poo:small",
"Sleep","2023-06-10 20:46","2023-06-11 05:00","08:14",,,,
"Sleep","2023-06-10 19:55","2023-06-10 20:40","00:45",,,,
"Diaper","2023-06-10 19:40",,,,,"Pee",
"Diaper","2023-06-10 19:10",,,,,"Both, poo:large",
"Feed","2023-06-10 18:28",,,"Formula","Bottle","5oz",
"Diaper","2023-06-10 18:20",,,,,"Pee",
"Sleep","2023-06-10 17:49","2023-06-10 18:11","00:21",,,,
"Diaper","2023-06-10 16:45",,,,,"Both, poo:small",
"Sleep","2023-06-10 16:00","2023-06-10 16:24","00:24",,,,
"Feed","2023-06-10 15:33",,,"Formula","Bottle","4.5oz",
"Sleep","2023-06-10 14:08","2023-06-10 14:45","00:37",,"On own in bed",,
"Diaper","2023-06-10 13:41",,,,,"Both, poo:large",
"Feed","2023-06-10 13:00",,,"Formula","Bottle","4.5oz",
"Diaper","2023-06-10 12:57",,,,,"Pee",
"Sleep","2023-06-10 11:10","2023-06-10 12:53","01:43",,,,
"Diaper","2023-06-10 10:38",,,,,"Both, poo:medium",
"Sleep","2023-06-10 10:20","2023-06-10 10:38","00:18",,,,
"Feed","2023-06-10 09:56",,,"Formula","Bottle","4.5oz",
"Diaper","2023-06-10 09:50",,,,,"Pee",
"Sleep","2023-06-10 09:08","2023-06-10 09:45","00:37",,,,
"Diaper","2023-06-10 08:30",,,,,"Both, poo:large",
"Diaper","2023-06-10 08:15",,,,,"Both",
"Feed","2023-06-10 07:32",,,"Formula","Bottle","145ml",
"Diaper","2023-06-10 07:25",,,,,"Both",
"Sleep","2023-06-10 02:43","2023-06-10 07:15","04:32",,,,
"Diaper","2023-06-10 02:33",,,,,"Both, poo:large",
"Feed","2023-06-10 01:51",,,"Formula","Bottle","4.5oz",
"Diaper","2023-06-10 01:48",,,,,"Both, poo:small",
"Sleep","2023-06-09 20:15","2023-06-10 01:40","05:25",,,,
"Diaper","2023-06-09 20:00",,,,,"Both, poo:small",
"Feed","2023-06-09 19:08",,,"Formula","Bottle","120ml",
"Sleep","2023-06-09 18:54","2023-06-09 19:06","00:12",,,,
"Feed","2023-06-09 17:09",,,"Formula","Bottle","120ml",
"Diaper","2023-06-09 17:08",,,,,"Both, poo:small",
"Sleep","2023-06-09 15:34","2023-06-09 17:00","01:26",,,,
"Sleep","2023-06-09 14:56","2023-06-09 15:26","00:30",,,,
"Diaper","2023-06-09 14:53",,,,,"Both, poo:small",
"Feed","2023-06-09 14:10",,,"Formula","Bottle","4.5oz",
"Diaper","2023-06-09 14:00",,,,,"Both, poo:medium",
"Diaper","2023-06-09 13:18",,,,,"Pee",
"Sleep","2023-06-09 12:39","2023-06-09 13:14","00:35",,"On own in bed",,
"Diaper","2023-06-09 12:10",,,,,"Both, poo:large",
"Feed","2023-06-09 11:30",,,"Formula","Bottle","130ml",
"Sleep","2023-06-09 09:25","2023-06-09 11:25","02:00",,,,
"Diaper","2023-06-09 09:20",,,,,"Pee",
"Sleep","2023-06-09 08:40","2023-06-09 09:15","00:35",,,,
"Feed","2023-06-09 08:20",,,"Formula","Bottle","70ml",
"Diaper","2023-06-09 08:01",,,,,"Pee",
"Sleep","2023-06-09 06:25","2023-06-09 07:05","00:40",,,,
"Feed","2023-06-09 06:10",,,"Formula","Bottle","120ml",
"Diaper","2023-06-09 06:05",,,,,"Both",
"Sleep","2023-06-09 02:10","2023-06-09 06:00","03:50",,,,
"Diaper","2023-06-09 02:03",,,,,"Both, poo:medium",
"Feed","2023-06-09 01:19",,,"Formula","Bottle","135ml",
"Diaper","2023-06-09 01:16",,,,,"Pee",
"Sleep","2023-06-08 20:05","2023-06-09 01:15","05:10",,,,
"Diaper","2023-06-08 19:30",,,,,"Both, poo:large",
"Feed","2023-06-08 19:06",,,"Formula","Bottle","90ml",
"Sleep","2023-06-08 18:44","2023-06-08 19:04","00:20",,,,
"Feed","2023-06-08 17:07",,,"Formula","Bottle","115ml",
"Diaper","2023-06-08 16:50",,,,,"Both, poo:medium",
"Sleep","2023-06-08 16:00","2023-06-08 16:35","00:34",,,,
"Diaper","2023-06-08 15:37",,,,,"Both",
"Feed","2023-06-08 15:10",,,"Formula","Bottle","110ml","Threw up"
"Sleep","2023-06-08 12:53","2023-06-08 14:29","01:36",,,,
"Diaper","2023-06-08 12:30",,,,,"Both, poo:large",
"Feed","2023-06-08 11:57",,,"Formula","Bottle","115ml",
"Diaper","2023-06-08 11:36",,,,,"Poo:large",
"Diaper","2023-06-08 11:30",,,,,"Both, poo:large",
"Sleep","2023-06-08 09:48","2023-06-08 11:20","01:31",,,,
"Feed","2023-06-08 09:27",,,"Formula","Bottle","125ml",
"Diaper","2023-06-08 08:55",,,,,"Both, poo:large",
"Sleep","2023-06-08 07:55","2023-06-08 08:49","00:54",,,,
"Feed","2023-06-08 07:07",,,"Formula","Bottle","120ml",
"Diaper","2023-06-08 07:05",,,,,"Both, poo:large",
"Diaper","2023-06-08 06:02",,,,,"Both",
"Diaper","2023-06-08 03:45",,,,,"Both, poo:small",
"Sleep","2023-06-08 03:30","2023-06-08 06:57","03:27",,,,
"Feed","2023-06-08 02:53",,,"Formula","Bottle","125ml",
"Diaper","2023-06-08 02:50",,,,,"Both, poo:small",
"Sleep","2023-06-07 20:25","2023-06-08 02:50","06:25",,,,
"Sleep","2023-06-07 19:30","2023-06-07 19:55","00:25",,,,
"Feed","2023-06-07 19:00",,,"Formula","Bottle","90ml",
"Diaper","2023-06-07 18:30",,,,,"Pee",
"Diaper","2023-06-07 17:40",,,,,"Both, poo:medium",
"Feed","2023-06-07 16:40",,,"Formula","Bottle","160ml",
"Sleep","2023-06-07 15:52","2023-06-07 16:25","00:33",,,,
"Diaper","2023-06-07 15:00",,,,,"Both, poo:large",
"Feed","2023-06-07 14:08",,,"Formula","Bottle","115ml",
"Diaper","2023-06-07 14:00",,,,,"Pee",
"Sleep","2023-06-07 12:20","2023-06-07 13:55","01:35",,,,
"Diaper","2023-06-07 12:15",,,,,"Both, poo:medium",
"Sleep","2023-06-07 11:20","2023-06-07 12:08","00:48",,,,
"Feed","2023-06-07 10:48",,,"Formula","Bottle","140ml",
"Diaper","2023-06-07 10:20",,,,,"Pee",
"Sleep","2023-06-07 09:15","2023-06-07 10:07","00:52",,,,
"Diaper","2023-06-07 09:00",,,,,"Both, poo:large",
"Feed","2023-06-07 08:18",,,"Formula","Bottle","120ml",
"Diaper","2023-06-07 08:10",,,,,"Pee",
"Diaper","2023-06-07 07:10",,,,,"Poo",
"Sleep","2023-06-07 06:35","2023-06-07 07:54","01:19",,,,
"Feed","2023-06-07 06:25",,,"Formula","Bottle","75ml",
"Diaper","2023-06-07 06:20",,,,,"Both",
"Diaper","2023-06-07 03:00",,,,,"Poo:large",
"Sleep","2023-06-07 02:50","2023-06-07 06:20","03:30",,,,
"Feed","2023-06-07 02:16",,,"Formula","Bottle","110ml",
"Diaper","2023-06-07 02:13",,,,,"Both, poo:medium",
"Sleep","2023-06-06 20:40","2023-06-07 02:10","05:30",,,,
"Diaper","2023-06-06 20:10",,,,,"Both, poo:medium",
"Feed","2023-06-06 19:30",,,"Formula","Bottle","115ml","Threw up "
"Sleep","2023-06-06 18:47","2023-06-06 19:30","00:42",,,,
"Diaper","2023-06-06 17:50",,,,,"Both, poo:large",
"Feed","2023-06-06 17:02",,,"Formula","Bottle","160ml",
"Diaper","2023-06-06 16:50",,,,,"Pee",
"Sleep","2023-06-06 14:48","2023-06-06 16:45","01:57",,,,
"Feed","2023-06-06 13:55",,,"Formula","Bottle","135ml",
"Diaper","2023-06-06 13:50",,,,,"Pee",
"Sleep","2023-06-06 12:22","2023-06-06 13:15","00:53",,,,
"Diaper","2023-06-06 12:02",,,,,"Both, poo:large",
"Feed","2023-06-06 11:06",,,"Formula","Bottle","130ml",
"Diaper","2023-06-06 11:00",,,,,"Both, poo:medium",
"Sleep","2023-06-06 08:58","2023-06-06 11:01","02:02",,,,
"Diaper","2023-06-06 08:05",,,,,"Both, poo:medium",
"Feed","2023-06-06 07:22",,,"Formula","Bottle","150ml",
"Diaper","2023-06-06 07:15",,,,,"Both",
"Sleep","2023-06-06 03:50","2023-06-06 07:10","03:20",,,,
"Feed","2023-06-06 03:03",,,"Formula","Bottle","165ml","Threw up "
"Diaper","2023-06-06 03:00",,,,,"Both, poo:medium",
"Diaper","2023-06-05 19:30",,,,,"Both",
"Sleep","2023-06-05 19:30","2023-06-06 03:00","07:30",,,,
"Feed","2023-06-05 18:27",,,"Formula","Bottle","120ml",
"Diaper","2023-06-05 18:00",,,,,"Pee",
"Sleep","2023-06-05 17:36","2023-06-05 17:45","00:08",,,,
"Diaper","2023-06-05 17:10",,,,,"Both, poo:large",
"Sleep","2023-06-05 16:59","2023-06-05 17:09","00:09",,,,
"Sleep","2023-06-05 16:15","2023-06-05 16:45","00:30",,,,
"Feed","2023-06-05 15:52",,,"Formula","Bottle","135ml",
"Sleep","2023-06-05 15:20","2023-06-05 15:45","00:25",,,,
"Sleep","2023-06-05 14:30","2023-06-05 14:40","00:10",,,,
"Diaper","2023-06-05 14:15",,,,,"Both, poo:large",
"Sleep","2023-06-05 13:25","2023-06-05 14:15","00:50",,,,
"Feed","2023-06-05 13:00",,,"Formula","Bottle","105ml",
"Diaper","2023-06-05 12:30",,,,,"Both, poo:medium",
"Sleep","2023-06-05 12:11","2023-06-05 12:20","00:08",,,,
"Sleep","2023-06-05 11:23","2023-06-05 12:09","00:46",,"On own in bed",,
"Diaper","2023-06-05 11:18",,,,,"Both, poo:medium",
"Sleep","2023-06-05 10:55","2023-06-05 11:15","00:20",,,,
"Feed","2023-06-05 10:18",,,"Formula","Bottle","170ml",
"Diaper","2023-06-05 10:05",,,,,"Both, poo:small",
"Sleep","2023-06-05 09:28","2023-06-05 09:57","00:29",,,,
"Diaper","2023-06-05 09:00",,,,,"Both, poo:large",
"Feed","2023-06-05 08:18",,,"Formula","Bottle","130ml",
"Diaper","2023-06-05 08:10",,,,,"Both, poo:medium",
"Diaper","2023-06-05 04:45",,,,,"Both, poo:medium",
"Sleep","2023-06-05 04:30","2023-06-05 08:05","03:35",,,,
"Feed","2023-06-05 04:05",,,"Formula","Bottle","130ml",
"Diaper","2023-06-05 04:00",,,,,"Pee",
"Sleep","2023-06-04 20:20","2023-06-05 04:00","07:40",,,,
"Diaper","2023-06-04 20:07",,,,,"Both, poo:small",
"Sleep","2023-06-04 19:40","2023-06-04 20:07","00:27",,,,
"Feed","2023-06-04 18:50",,,"Formula","Bottle","110ml",
"Diaper","2023-06-04 17:50",,,,,"Both",
"Sleep","2023-06-04 17:30","2023-06-04 17:50","00:20",,,,
"Feed","2023-06-04 17:07",,,"Formula","Bottle","120ml",
"Diaper","2023-06-04 16:59",,,,,"Pee",
"Sleep","2023-06-04 14:15","2023-06-04 16:50","02:34",,,,
"Feed","2023-06-04 14:04",,,"Formula","Bottle","75ml",
"Diaper","2023-06-04 13:49",,,,,"Poo:large",
"Diaper","2023-06-04 13:01",,,,,"Both",
"Sleep","2023-06-04 12:15","2023-06-04 13:00","00:45",,,,
"Feed","2023-06-04 11:45",,,"Formula","Bottle","130ml",
"Sleep","2023-06-04 11:00","2023-06-04 11:09","00:09",,,,
"Diaper","2023-06-04 10:10",,,,,"Pee",
"Sleep","2023-06-04 09:59","2023-06-04 10:30","00:30",,,,
"Feed","2023-06-04 09:21",,,"Formula","Bottle","130ml",
"Diaper","2023-06-04 08:54",,,,,"Pee",
"Diaper","2023-06-04 08:37",,,,,"Both",
"Sleep","2023-06-04 07:44","2023-06-04 08:31","00:47",,,,
"Diaper","2023-06-04 07:20",,,,,"Poo",
"Diaper","2023-06-04 06:45",,,,,"Both",
"Feed","2023-06-04 06:45",,,"Formula","Bottle","130ml",
"Sleep","2023-06-04 03:10","2023-06-04 06:43","03:33",,,,
"Diaper","2023-06-04 03:00",,,,,"Both, poo:small",
"Feed","2023-06-04 02:09",,,"Formula","Bottle","120ml",
"Diaper","2023-06-04 02:08",,,,,"Pee",
"Sleep","2023-06-03 20:01","2023-06-04 02:05","06:03",,,,
"Diaper","2023-06-03 19:15",,,,,"Pee",
"Sleep","2023-06-03 18:37","2023-06-03 19:15","00:37",,,,
"Feed","2023-06-03 18:27",,,"Formula","Bottle","70ml",
"Diaper","2023-06-03 17:40",,,,,"Both, poo:medium",
"Sleep","2023-06-03 17:14","2023-06-03 17:19","00:04",,,,
"Feed","2023-06-03 16:52",,,"Formula","Bottle","120ml",
"Diaper","2023-06-03 16:48",,,,,"Both",
"Sleep","2023-06-03 14:05","2023-06-03 16:48","02:43",,,,
"Feed","2023-06-03 13:27",,,"Formula","Bottle","120ml",
"Diaper","2023-06-03 13:15",,,,,"Both",
"Sleep","2023-06-03 12:00","2023-06-03 12:55","00:55",,,,
"Feed","2023-06-03 11:55",,,"Formula","Bottle","60ml",
"Diaper","2023-06-03 10:59",,,,,"Both",
"Feed","2023-06-03 10:06",,,"Formula","Bottle","110ml",
"Sleep","2023-06-03 08:10","2023-06-03 09:53","01:43",,,,
"Diaper","2023-06-03 07:40",,,,,"Poo",
"Diaper","2023-06-03 07:30",,,,,"Poo",
"Feed","2023-06-03 07:24",,,"Formula","Bottle","120ml",
"Sleep","2023-06-03 03:40","2023-06-03 07:15","03:35",,,,
"Diaper","2023-06-03 03:30",,,,,"Poo:medium",
"Feed","2023-06-03 02:48",,,"Formula","Bottle","120ml","Thew up"
"Diaper","2023-06-03 02:40",,,,,"Both, poo:medium",
"Sleep","2023-06-02 20:00","2023-06-03 02:35","06:35",,,,
"Diaper","2023-06-02 19:46",,,,,"Both, poo:medium",
"Sleep","2023-06-02 19:32","2023-06-02 19:47","00:15",,,,
"Feed","2023-06-02 18:42",,,"Formula","Bottle","115ml","Mixed formula "
"Diaper","2023-06-02 17:40",,,,,"Both, poo:large",
"Feed","2023-06-02 16:55",,,"Formula","Bottle","120ml",
"Sleep","2023-06-02 15:57","2023-06-02 16:45","00:47",,,,
"Diaper","2023-06-02 15:45",,,,,"Both, poo:small",
"Sleep","2023-06-02 13:30","2023-06-02 15:40","02:10",,,,
"Feed","2023-06-02 13:09",,,"Formula","Bottle","115ml",
"Diaper","2023-06-02 13:05",,,,,"Both, poo:small",
"Diaper","2023-06-02 12:30",,,,,"Pee",
"Sleep","2023-06-02 11:50","2023-06-02 12:25","00:35",,,,
"Diaper","2023-06-02 11:30",,,,,"Both, poo:small",
"Feed","2023-06-02 10:49",,,"Formula","Bottle","120ml",
"Sleep","2023-06-02 09:39","2023-06-02 10:27","00:47",,,,
"Diaper","2023-06-02 09:20",,,,,"Both, poo:large",
"Feed","2023-06-02 08:39",,,"Formula","Bottle","120ml",
"Sleep","2023-06-02 06:35","2023-06-02 08:17","01:42",,,,
"Diaper","2023-06-02 06:26",,,,,"Poo:large",
"Sleep","2023-06-02 05:00","2023-06-02 06:26","01:26",,,,
"Feed","2023-06-02 04:42",,,"Formula","Bottle","120ml",
"Diaper","2023-06-02 04:37",,,,,"Both, poo:large",
"Diaper","2023-06-02 00:10",,,,,"Both, poo:small",
"Sleep","2023-06-01 23:50","2023-06-02 04:25","04:35",,,,
"Feed","2023-06-01 23:28",,,"Formula","Bottle","120ml",
"Diaper","2023-06-01 23:25",,,,,"Pee",
"Sleep","2023-06-01 20:05","2023-06-01 23:15","03:10",,,,
"Diaper","2023-06-01 20:00",,,,,"Pee",
"Feed","2023-06-01 19:14",,,"Formula","Bottle","120ml",
"Diaper","2023-06-01 19:00",,,,,"Pee",
"Diaper","2023-06-01 18:30",,,,,"Both, poo:medium",
"Sleep","2023-06-01 18:02","2023-06-01 18:30","00:28",,,,
"Sleep","2023-06-01 17:38","2023-06-01 17:45","00:06",,,,
"Feed","2023-06-01 17:18",,,"Formula","Bottle","75ml",
"Diaper","2023-06-01 16:30",,,,,"Both, poo:large",
"Feed","2023-06-01 15:45",,,"Formula","Bottle","110ml",
"Sleep","2023-06-01 14:28","2023-06-01 15:32","01:03",,,,
"Sleep","2023-06-01 14:08","2023-06-01 14:15","00:06",,,,
"Diaper","2023-06-01 13:55",,,,,"Both, poo:medium",
"Sleep","2023-06-01 13:20","2023-06-01 13:55","00:35",,,,
"Feed","2023-06-01 12:43",,,"Formula","Bottle","120ml",
"Diaper","2023-06-01 12:15",,,,,"Both",
"Sleep","2023-06-01 11:07","2023-06-01 12:09","01:02",,,,
"Feed","2023-06-01 10:30",,,"Formula","Bottle","120ml",
"Diaper","2023-06-01 10:00",,,,,"Both, poo:large",
"Sleep","2023-06-01 08:45","2023-06-01 09:55","01:10",,,,
"Feed","2023-06-01 08:20",,,"Formula","Bottle","120ml",
"Diaper","2023-06-01 08:15",,,,,"Both, poo:large",
"Diaper","2023-06-01 05:45",,,,,"Poo:medium",
"Sleep","2023-06-01 05:20","2023-06-01 08:05","02:45",,,,
"Feed","2023-06-01 04:58",,,"Formula","Bottle","90ml",
"Diaper","2023-06-01 04:55",,,,,"Both",
"Diaper","2023-06-01 01:35",,,,,"Poo:large",
"Sleep","2023-06-01 01:10","2023-06-01 04:45","03:35",,,,
"Feed","2023-06-01 00:42",,,"Formula","Bottle","120ml","Threw up a little"
"Diaper","2023-06-01 00:40",,,,,"Both, poo:large",
"Sleep","2023-05-31 20:35","2023-06-01 00:25","03:50",,,,
"Diaper","2023-05-31 20:07",,,,,"Pee",
"Feed","2023-05-31 19:07",,,"Formula","Bottle","85ml",
"Diaper","2023-05-31 18:36",,,,,"Both, poo:medium",
"Sleep","2023-05-31 17:38","2023-05-31 17:48","00:10",,,,
"Feed","2023-05-31 17:16",,,"Formula","Bottle","100ml",
"Diaper","2023-05-31 17:10",,,,,"Both, poo:small",
"Sleep","2023-05-31 16:30","2023-05-31 17:00","00:30",,,,
"Sleep","2023-05-31 15:46","2023-05-31 16:10","00:23",,,,
"Diaper","2023-05-31 15:25",,,,,"Both, poo:large",
"Feed","2023-05-31 14:38",,,"Formula","Bottle","120ml",
"Diaper","2023-05-31 13:45",,,,,"Pee",
"Sleep","2023-05-31 13:06","2023-05-31 13:52","00:46",,,,
"Feed","2023-05-31 12:23",,,"Formula","Bottle","120ml",
"Diaper","2023-05-31 12:15",,,,,"Pee",
"Sleep","2023-05-31 10:25","2023-05-31 12:10","01:45",,,,
"Diaper","2023-05-31 10:18",,,,,"Both, poo:medium",
"Feed","2023-05-31 09:08",,,"Formula","Bottle","120ml",
"Diaper","2023-05-31 08:45",,,,,"Both, poo:large",
"Sleep","2023-05-31 06:50","2023-05-31 08:40","01:50",,,,
"Feed","2023-05-31 06:16",,,"Formula","Bottle","120ml",
"Diaper","2023-05-31 06:10",,,,,"Both, poo:large",
"Sleep","2023-05-31 02:25","2023-05-31 05:50","03:25",,,,
"Feed","2023-05-31 01:50",,,"Formula","Bottle","120ml",
"Diaper","2023-05-31 01:45",,,,,"Both, poo:medium",
"Sleep","2023-05-30 20:30","2023-05-31 01:35","05:05",,,,
"Diaper","2023-05-30 20:00",,,,,"Pee",
"Sleep","2023-05-30 19:35","2023-05-30 20:00","00:25",,,,
"Feed","2023-05-30 19:15",,,"Formula","Bottle","100ml",
"Sleep","2023-05-30 18:00","2023-05-30 18:20","00:20",,,,
"Feed","2023-05-30 17:25",,,"Formula","Bottle","100ml",
"Sleep","2023-05-30 16:55","2023-05-30 17:04","00:09",,,,
"Diaper","2023-05-30 16:45",,,,,"Both, poo:medium",
"Sleep","2023-05-30 16:20","2023-05-30 16:40","00:19",,,,
"Feed","2023-05-30 15:05",,,"Formula","Bottle","115ml",
"Diaper","2023-05-30 15:00",,,,,"Pee",
"Sleep","2023-05-30 14:03","2023-05-30 14:57","00:53",,,,
"Sleep","2023-05-30 13:10","2023-05-30 13:56","00:46",,,,
"Diaper","2023-05-30 12:50",,,,,"Both, poo:medium",
"Feed","2023-05-30 12:05",,,"Formula","Bottle","120ml",
"Diaper","2023-05-30 12:02",,,,,"Both",
"Sleep","2023-05-30 11:26","2023-05-30 11:50","00:24",,,,
"Sleep","2023-05-30 11:01","2023-05-30 11:17","00:16",,,,
"Diaper","2023-05-30 10:25",,,,,"Both",
"Feed","2023-05-30 09:39",,,"Formula","Bottle","120ml",
"Diaper","2023-05-30 09:33",,,,,"Both",
"Sleep","2023-05-30 07:38","2023-05-30 09:33","01:55",,,,
"Feed","2023-05-30 06:36",,,"Formula","Bottle","110ml",
"Diaper","2023-05-30 06:35",,,,,"Both, poo:medium",
"Sleep","2023-05-30 04:20","2023-05-30 06:25","02:05",,,,
"Feed","2023-05-30 03:27",,,"Formula","Bottle","120ml","Mixed at 1am"
"Diaper","2023-05-30 03:25",,,,,"Pee",
"Sleep","2023-05-29 20:30","2023-05-30 03:15","06:45",,,,
"Diaper","2023-05-29 20:15",,,,,"Pee",
"Sleep","2023-05-29 20:00","2023-05-29 20:15","00:15",,,,
"Feed","2023-05-29 19:17",,,"Formula","Bottle","120ml",
"Sleep","2023-05-29 18:35","2023-05-29 18:45","00:10",,,,
"Diaper","2023-05-29 18:20",,,,,"Both, poo:medium",
"Feed","2023-05-29 17:25",,,"Formula","Bottle","100ml",
"Diaper","2023-05-29 17:00",,,,,"Both, poo:large",
"Sleep","2023-05-29 15:49","2023-05-29 16:40","00:51",,,,
"Feed","2023-05-29 14:50",,,"Formula","Bottle","115ml",
"Diaper","2023-05-29 14:30",,,,,"Both, poo:large",
"Sleep","2023-05-29 13:02","2023-05-29 14:28","01:25",,,,
"Feed","2023-05-29 12:10",,,"Formula","Bottle","120ml",
"Diaper","2023-05-29 12:00",,,,,"Both, poo:large",
"Sleep","2023-05-29 09:56","2023-05-29 11:51","01:55",,,,
"Feed","2023-05-29 09:28",,,"Formula","Bottle","115ml",
"Sleep","2023-05-29 09:00","2023-05-29 09:19","00:19",,,,
"Diaper","2023-05-29 08:53",,,,,"Both",
"Feed","2023-05-29 07:05",,,"Formula","Bottle","120ml",
"Diaper","2023-05-29 07:00",,,,,"Both",
"Sleep","2023-05-29 03:35","2023-05-29 06:52","03:17",,,,
"Diaper","2023-05-29 03:20",,,,,"Poo:small",
"Feed","2023-05-29 02:33",,,"Formula","Bottle","120ml",
"Diaper","2023-05-29 02:30",,,,,"Both, poo:medium",
"Sleep","2023-05-28 20:05","2023-05-29 02:20","06:15",,,,
"Sleep","2023-05-28 19:42","2023-05-28 19:52","00:10",,,,
"Feed","2023-05-28 19:10",,,"Formula","Bottle","120ml","Mixed"
"Sleep","2023-05-28 18:31","2023-05-28 18:41","00:09",,,,
"Diaper","2023-05-28 17:10",,,,,"Both",
"Feed","2023-05-28 17:10",,,"Formula","Bottle","120ml","Threw up"
"Sleep","2023-05-28 16:04","2023-05-28 16:55","00:50",,,,
"Diaper","2023-05-28 15:15",,,,,"Both",
"Feed","2023-05-28 14:30",,,"Formula","Bottle","120ml",
"Diaper","2023-05-28 14:26",,,,,"Both",
"Sleep","2023-05-28 12:16","2023-05-28 14:26","02:10",,,,
"Diaper","2023-05-28 11:53",,,,,"Both, poo:large",
"Feed","2023-05-28 11:10",,,"Formula","Bottle","120ml",
"Sleep","2023-05-28 09:45","2023-05-28 10:50","01:04",,,,
"Diaper","2023-05-28 09:10",,,,,"Both, poo:large",
"Feed","2023-05-28 08:26",,,"Formula","Bottle","120ml",
"Diaper","2023-05-28 08:25",,,,,"Poo",
"Sleep","2023-05-28 06:20","2023-05-28 08:00","01:40",,,,
"Feed","2023-05-28 06:05",,,"Formula","Bottle","90ml",
"Diaper","2023-05-28 06:00",,,,,"Both, poo:small",
"Sleep","2023-05-28 02:50","2023-05-28 05:50","03:00",,,,
"Diaper","2023-05-28 02:41",,,,,"Poo:large",
"Sleep","2023-05-28 02:25","2023-05-28 02:40","00:15",,,,
"Feed","2023-05-28 01:57",,,"Formula","Bottle","120ml","Mized"
"Diaper","2023-05-28 01:53",,,,,"Both, poo:medium",
"Sleep","2023-05-27 20:05","2023-05-28 01:40","05:35",,,,
"Diaper","2023-05-27 19:50",,,,,"Both, poo:small",
"Feed","2023-05-27 18:53",,,"Formula","Bottle","120ml",
"Sleep","2023-05-27 17:25","2023-05-27 18:03","00:38",,,,
"Diaper","2023-05-27 17:20",,,,,"Both, poo:small",
"Feed","2023-05-27 16:37",,,"Formula","Bottle","120ml",
"Diaper","2023-05-27 16:00",,,,,"Both, poo:medium",
"Sleep","2023-05-27 15:25","2023-05-27 15:45","00:20",,,,
"Diaper","2023-05-27 14:30",,,,,"Both, poo:large",
"Feed","2023-05-27 13:57",,,"Formula","Bottle","120ml",
"Sleep","2023-05-27 13:34","2023-05-27 13:57","00:22",,,,
"Sleep","2023-05-27 11:33","2023-05-27 13:24","01:50",,,,
"Diaper","2023-05-27 11:15",,,,,"Poo:small",
"Sleep","2023-05-27 10:45","2023-05-27 11:05","00:20",,,,
"Sleep","2023-05-27 10:00","2023-05-27 10:30","00:30",,,,
"Feed","2023-05-27 09:47",,,"Formula","Bottle","120ml",
"Diaper","2023-05-27 09:30",,,,,"Poo:large",
"Sleep","2023-05-27 08:31","2023-05-27 09:13","00:41",,,,
"Diaper","2023-05-27 08:30",,,,,"Both",
"Feed","2023-05-27 07:20",,,"Formula","Bottle","120ml",
"Diaper","2023-05-27 07:00",,,,,"Poo",
"Sleep","2023-05-27 05:25","2023-05-27 07:00","01:35",,,,
"Feed","2023-05-27 04:30",,,"Formula","Bottle","120ml",
"Diaper","2023-05-27 04:23",,,,,"Pee",
"Diaper","2023-05-26 21:15",,,,"Diaper rash","Dry",
"Sleep","2023-05-26 20:50","2023-05-27 04:23","07:33",,,,
"Feed","2023-05-26 20:40",,,"Formula","Bottle","50ml",
"Diaper","2023-05-26 20:06",,,,,"Poo",
"Feed","2023-05-26 19:25",,,"Formula","Bottle","120ml","Probably threw it all up\nMixed formula"
"Diaper","2023-05-26 18:45",,,,,"Both",
"Sleep","2023-05-26 18:00","2023-05-26 18:45","00:45",,,,
"Feed","2023-05-26 17:37",,,"Formula","Bottle","120ml",
"Diaper","2023-05-26 16:45",,,,,"Both, poo:small",
"Sleep","2023-05-26 15:12","2023-05-26 16:53","01:41",,,,
"Feed","2023-05-26 14:43",,,"Formula","Bottle","90ml",
"Diaper","2023-05-26 14:35",,,,,"Both, poo:medium",
"Sleep","2023-05-26 14:00","2023-05-26 14:20","00:20",,,,
